"","X","model_scenario","temp","Value","L","share2030","u2030","Value2040","nuclear_value","wind_value","solar_value","group"
"227",667,"REMIND-MAgPIE 2.1-4.2_CEMICS_SSP2-2C-fullCDR","2.0°C",314.6786,9956.6,1.49328230887171,22.0680718151806,2311.4689,28.3582691687185,22.8505332783439,NA,"below wind"
"228",669,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000","2.0°C",235.6587,8230.739,1.1182996480908,24.0943825270084,2040.82,28.8193030308922,24.6506306270581,NA,"below wind"
"229",670,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000_COV","2.0°C",84.8824,9102.1347,0.402802689012128,34.3308176046411,1623.9559,33.3688201806513,28.5739881204303,38.3230921123392,"below solar"
"230",671,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000_COV_NDCp","2.0°C",251.3497,9039.9807,1.19276004262829,22.106315089614,1852.0795,28.3061774411617,24.0314721274608,NA,"below wind"
"231",673,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f","2.0°C",235.6587,9048.1548,1.1182996480908,23.9990372680542,2025.1939,28.8193030308922,24.6506306270581,NA,"below wind"
"232",674,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f_COV","2.0°C",84.8824,9400.7195,0.402802689012128,34.2785516413538,1617.6484,33.3688201806513,28.5739881204303,38.3230921123392,"below solar"
"233",675,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f_COV_NDCp","2.0°C",251.3497,9341.4737,1.19276004262829,22.0099999867533,1837.5224,28.3061774411617,24.0314721274608,NA,"below wind"
"234",677,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1200","2.0°C",235.6587,7537.1375,1.1182996480908,22.9246217888413,1856.4031,28.8193030308922,24.6506306270581,NA,"below wind"
"235",678,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1200f","2.0°C",235.6587,7537.6246,1.1182996480908,22.9355464614627,1858.0536,28.8193030308922,24.6506306270581,NA,"below wind"
"236",679,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1400","2.0°C",235.6587,7551.7724,1.1182996480908,16.199577220209,1057.6183,28.8193030308922,24.6506306270581,NA,"below wind"
"237",680,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1400f","2.0°C",235.6587,7551.7724,1.1182996480908,16.199577220209,1057.6183,28.8193030308922,24.6506306270581,NA,"below wind"
"238",687,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_300f","1.5°C",235.6587,19795.4167,1.1182996480908,26.5364150608915,2479.9261,28.8193030308922,24.6506306270581,NA,"below nuclear"
"239",688,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_400f","1.5°C",235.6587,19795.4167,1.1182996480908,26.0991291745318,2395.5451,28.8193030308922,24.6506306270581,NA,"below nuclear"
"240",689,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_500f","1.5°C",235.6587,19783.7664,1.1182996480908,25.7023970781163,2321.2348,28.8193030308922,24.6506306270581,NA,"below nuclear"
"241",690,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600_COV","1.5°C",84.8824,9500.3996,0.402802689012128,50.9006524026636,5196.7141,33.3688201806513,28.5739881204303,38.3230921123392,"above"
"242",691,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600_COV_NDCp","1.5°C",251.3497,9402.8744,1.19276004262829,35.3563500989878,5188.7736,28.3061774411617,24.0314721274608,NA,"above"
"243",692,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f","1.5°C",235.6587,19201.6238,1.1182996480908,25.3123371456932,2250.2034,28.8193030308922,24.6506306270581,NA,"below nuclear"
"244",693,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f_COV","1.5°C",84.8824,18007.4801,0.402802689012128,36.504910089014,1906.7791,33.3688201806513,28.5739881204303,38.3230921123392,"below solar"
"245",694,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f_COV_NDCp","1.5°C",251.3497,17901.1566,1.19276004262829,23.9675718361294,2154.5636,28.3061774411617,24.0314721274608,NA,"below wind"
"246",696,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_700","2.0°C",235.6587,8606.5032,1.1182996480908,33.6735569077958,4292.7789,28.8193030308922,24.6506306270581,NA,"above"
"247",697,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_700f","2.0°C",235.6587,17939.1545,1.1182996480908,24.9636179884223,2188.3631,28.8193030308922,24.6506306270581,NA,"below nuclear"
"248",698,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_800","2.0°C",235.6587,8655.0758,1.1182996480908,28.1762288813869,2820.7096,28.8193030308922,24.6506306270581,NA,"below nuclear"
"249",699,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_800f","2.0°C",235.6587,16099.1729,1.1182996480908,24.5852732137894,2123.0028,28.8193030308922,24.6506306270581,NA,"below wind"
"250",700,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_900","2.0°C",235.6587,8486.7953,1.1182996480908,25.0992198877068,2212.226,28.8193030308922,24.6506306270581,NA,"below nuclear"
"251",701,"REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_900f","2.0°C",235.6587,12167.3619,1.1182996480908,24.3197862168257,2078.1937,28.8193030308922,24.6506306270581,NA,"below wind"
"252",706,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","2.0°C",315.1399,7698.3311,1.49547137139163,24.017389221173,2712.247,28.3630769837191,22.8421660216335,NA,"below nuclear"
"253",707,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","2.0°C",170.7077,8950.4873,0.810079835102161,26.9056048726767,1849.529,30.8823680208821,25.8851472073998,31.806580983296,"below nuclear"
"254",708,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","2.0°C",317.3834,7666.946,1.50611772249385,23.9282550437287,2711.9867,28.3660732948228,22.8014724590283,NA,"below nuclear"
"255",709,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","2.0°C",254.3924,8998.5817,1.20719893386908,22.5128044512816,1937.8446,28.2066753551332,23.9114088066575,NA,"below wind"
"256",710,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","2.0°C",284.5633,7441.0932,1.3503725440629,20.7326845172207,1872.5243,28.0443979545665,23.3814630434941,NA,"below wind"
"257",711,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","2.0°C",83.0373,7425.8127,0.394046913474487,36.4581478503639,1858.951,33.4747470239227,28.7050468649621,38.4832537949885,"below solar"
"258",712,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","2.0°C",56.1758,7680.5913,0.266577798193825,24.5367127304546,504.1076,36.0497951075872,30.0830196312043,42.448512673091,"below wind"
"259",713,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","2.0°C",56.1758,7680.5913,0.266577798193825,24.5367127304546,504.1076,36.0497951075872,30.0830196312043,42.448512673091,"below wind"
"260",714,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","2.0°C",54.0547,8078.1611,0.256512286572291,17.6983982494594,275.7649,36.2531320206509,30.1411568532036,42.7766812651011,"below wind"
"261",715,"REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","2.0°C",54.0547,8078.1611,0.256512286572291,17.6983982494594,275.7649,36.2531320206509,30.1411568532036,42.7766812651011,"below wind"
"262",736,"REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","2.0°C",208.2794,7498.8564,0.988373354026661,27.749899357996,2411.3041,29.714658295624,25.731003216952,30.494215713727,"below nuclear"
"263",737,"REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","2.0°C",243.3674,7297.6501,1.15488067182231,28.8627358429437,3072.8112,28.5672138566168,24.3464494323704,NA,"above"
"264",738,"REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","2.0°C",211.8021,7392.6625,1.00509004715248,29.6094177248413,2833.3215,29.5994592952453,25.5919993519,30.3711691351822,"below solar"
