"","model_scenario","Category","temp","Year","Value"
"5218","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2030,260.693176269531
"5219","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2040,2224.21215820312
"5220","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2050,6661.810546875
"5221","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2060,12402.552734375
"5222","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2070,15612.4814453125
"5223","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2080,16904.162109375
"5224","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2090,16613.0390625
"5225","POLES EMF33_EMF33_Med2C_nofuel","C3","2.0°C",2100,16606.66015625
"5226","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2000,9.15
"5227","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2010,14.47
"5228","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2020,34.67
"5229","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2030,369.083587646484
"5230","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2040,1405.44213867188
"5231","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2050,2499.31079101562
"5232","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2060,3553.986328125
"5233","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2070,4042.47216796875
"5234","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2080,4006.36254882812
"5235","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2090,3653.90063476562
"5236","POLES EMF33_EMF33_Med2C_none","C3","2.0°C",2100,3331.39965820312
"5237","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2000,9.15
"5238","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2010,14.47
"5239","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2020,34.67
"5240","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2030,385.954132080078
"5241","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2040,2432.07885742188
"5242","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2050,7000.748046875
"5243","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2060,12896.1962890625
"5244","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2070,16187.3828125
"5245","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2080,17637.009765625
"5246","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2090,17400.3671875
"5247","POLES EMF33_EMF33_WB2C_cost100","C1","1.5°C",2100,17120.119140625
"5248","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2000,9.15
"5249","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2010,14.47
"5250","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2020,34.67
"5251","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2030,379.673645019531
"5252","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2040,2575.68115234375
"5253","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2050,7637.34521484375
"5254","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2060,14006.2529296875
"5255","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2070,17533.021484375
"5256","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2080,19117.435546875
"5257","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2090,18995.185546875
"5258","POLES EMF33_EMF33_WB2C_full","C1","1.5°C",2100,18824.3515625
"5259","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2000,9.15
"5260","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2010,14.47
"5261","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2020,34.67
"5262","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2030,384.600006103516
"5263","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2040,2389.90161132812
"5264","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2050,6507.89697265625
"5265","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2060,11514.3876953125
"5266","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2070,14255.958984375
"5267","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2080,15726.556640625
"5268","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2090,15398.03515625
"5269","POLES EMF33_EMF33_WB2C_nofuel","C1","1.5°C",2100,14972.6962890625
"5270","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2000,9.15
"5271","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2010,14.47
"5272","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2020,34.67
"5273","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2030,135.931350708008
"5274","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2040,1085.98608398438
"5275","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2050,4053.72387695312
"5276","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2060,11575.67578125
"5277","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2070,16837.0625
"5278","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2080,19482.810546875
"5279","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2090,19077.708984375
"5280","POLES EMF33_EMF33_tax_hi_full","C4","2.0°C",2100,18622.16015625
"5281","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2000,9.15
"5282","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2010,14.47
"5283","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2020,34.67
"5284","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2030,135.767135620117
"5285","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2040,957.387573242188
"5286","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2050,2374.9150390625
"5287","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2060,4286.796875
"5288","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2070,5304.74755859375
"5289","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2080,5231.826171875
"5290","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2090,4452.60205078125
"5291","POLES EMF33_EMF33_tax_hi_none","C4","2.0°C",2100,3579.84204101562
"5292","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2000,9.15
"5293","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2010,14.47
"5294","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2020,34.67
"5295","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2030,42.9768753051758
"5296","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2040,389.643188476562
"5297","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2050,1499.87182617188
"5298","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2060,3482.06469726562
"5299","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2070,5400.27392578125
"5300","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2080,7358.0224609375
"5301","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2090,10162.7841796875
"5302","POLES EMF33_EMF33_tax_lo_full","C5","2.5°C",2100,13740.2724609375
"5303","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2000,9.15
"5304","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2010,14.47
"5305","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2020,34.67
"5306","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2030,41.1435317993164
"5307","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2040,349.173645019531
"5308","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2050,1169.79748535156
"5309","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2060,2584.99169921875
"5310","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2070,3746.77661132812
"5311","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2080,4396.89892578125
"5312","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2090,4748.673828125
"5313","POLES EMF33_EMF33_tax_lo_none","C5","2.5°C",2100,5043.1669921875
"5314","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2000,9.15
"5315","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2010,14.47
"5316","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2020,34.67
"5317","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2030,34.67
"5318","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2040,429.056442260742
"5319","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2050,1999.10729980469
"5320","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2060,8579.91259765625
"5321","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2070,13269.5578613281
"5322","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2080,18202.2888183594
"5323","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2090,21189.083984375
"5324","POLES ENGAGE_EN_INDCi2030_1000","C4","2.0°C",2100,21103.9370117188
"5325","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2000,9.15
"5326","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2010,14.47
"5327","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2020,34.67
"5328","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2030,34.67
"5329","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2040,325.713272094727
"5330","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2050,1703.01391601562
"5331","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2060,8529.34619140625
"5332","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2070,13769.0278320312
"5333","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2080,16666.6201171875
"5334","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2090,18237.6276855469
"5335","POLES ENGAGE_EN_INDCi2030_1000_COV","C4","2.0°C",2100,19174.6705322266
"5336","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2000,9.15
"5337","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2010,14.47
"5338","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2020,34.67
"5339","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2030,34.67
"5340","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2040,324.241012573242
"5341","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2050,1735.4716796875
"5342","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2060,8470.23852539062
"5343","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2070,13777.25390625
"5344","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2080,16438.5673828125
"5345","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2090,18186.8459472656
"5346","POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","C4","2.0°C",2100,19116.1135253906
"5347","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2000,9.15
"5348","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2010,14.47
"5349","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2020,34.67
"5350","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2030,34.67
"5351","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2040,478.36408996582
"5352","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2050,2161.73834228516
"5353","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2060,10224.4235839844
"5354","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2070,16123.2314453125
"5355","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2080,20012.0322265625
"5356","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2090,22438.7734375
"5357","POLES ENGAGE_EN_INDCi2030_1000_NDCp","C4","2.0°C",2100,23289.5529785156
"5358","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2000,9.15
"5359","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2010,14.47
"5360","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2020,34.67
"5361","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2030,34.67
"5362","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2040,356.585891723633
"5363","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2050,1920.37115478516
"5364","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2060,9114.46606445312
"5365","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2070,15767.8913574219
"5366","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2080,17508.34375
"5367","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2090,17313.6044921875
"5368","POLES ENGAGE_EN_INDCi2030_1000f","C4","2.0°C",2100,17096.9291992188
"5369","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2000,9.15
"5370","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2010,14.47
"5371","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2020,34.67
"5372","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2030,34.67
"5373","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2040,337.59001159668
"5374","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2050,1881.52407836914
"5375","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2060,8782.73413085938
"5376","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2070,15264.6833496094
"5377","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2080,17262.7309570312
"5378","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2090,17059.8188476562
"5379","POLES ENGAGE_EN_INDCi2030_1000f_COV","C4","2.0°C",2100,16445.4552001953
"5380","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2000,9.15
"5381","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2010,14.47
"5382","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2020,34.67
"5383","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2030,34.67
"5384","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2040,362.014717102051
"5385","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2050,2067.70446777344
"5386","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2060,8791.93835449219
"5387","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2070,15213.9689941406
"5388","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2080,17421.7309570312
"5389","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2090,17919.931640625
"5390","POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","C4","2.0°C",2100,17096.5798339844
"5391","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2000,9.15
"5392","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2010,14.47
"5393","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2020,34.67
"5394","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2030,34.67
"5395","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2040,440.280395507812
"5396","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2050,2845.08099365234
"5397","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2060,10899.4772949219
"5398","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2070,18410.9467773438
"5399","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2080,20604.92578125
"5400","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2090,21019.9606933594
"5401","POLES ENGAGE_EN_INDCi2030_1000f_NDCp","C4","2.0°C",2100,19975.875
"5402","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2000,9.15
"5403","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2010,14.47
"5404","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2020,34.67
"5405","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2030,34.67
"5406","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2040,371.526062011719
"5407","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2050,2052.19250488281
"5408","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2060,9195.92858886719
"5409","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2070,15604.9411621094
"5410","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2080,17859.501953125
"5411","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2090,19756.5402832031
"5412","POLES ENGAGE_EN_INDCi2030_1200","C4","2.0°C",2100,19646.505859375
"5413","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2000,9.15
"5414","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2010,14.47
"5415","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2020,34.67
"5416","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2030,34.67
"5417","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2040,437.684669494629
"5418","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2050,2169.51702880859
"5419","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2060,9259.06958007812
"5420","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2070,16700.2526855469
"5421","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2080,19458.8312988281
"5422","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2090,20071.9328613281
"5423","POLES ENGAGE_EN_INDCi2030_1200f","C4","2.0°C",2100,18883.1350097656
"5424","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2000,9.15
"5425","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2010,14.47
"5426","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2020,34.67
"5427","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2030,34.67
"5428","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2040,421.572219848633
"5429","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2050,1988.24346923828
"5430","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2060,8762.20324707031
"5431","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2070,16107.5483398438
"5432","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2080,20602.5354003906
"5433","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2090,21801.0200195312
"5434","POLES ENGAGE_EN_INDCi2030_1400","C5","2.5°C",2100,21944.2036132812
"5435","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2000,9.15
"5436","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2010,14.47
"5437","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2020,34.67
"5438","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2030,34.67
"5439","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2040,411.749046325684
"5440","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2050,1961.47991943359
"5441","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2060,8769.07415771484
"5442","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2070,15914.4694824219
"5443","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2080,20402.2607421875
"5444","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2090,22037.5908203125
"5445","POLES ENGAGE_EN_INDCi2030_1400f","C5","2.5°C",2100,21964.9877929688
"5446","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2000,9.15
"5447","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2010,14.47
"5448","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2020,34.67
"5449","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2030,34.67
"5450","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2040,325.160858154297
"5451","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2050,1668.09765625
"5452","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2060,7460.5029296875
"5453","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2070,13876.5504150391
"5454","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2080,19204.1926269531
"5455","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2090,21327.9953613281
"5456","POLES ENGAGE_EN_INDCi2030_1600","C5","2.5°C",2100,23485.5805664062
"5457","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2000,9.15
"5458","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2010,14.47
"5459","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2020,34.67
"5460","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2030,34.67
"5461","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2040,325.160858154297
"5462","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2050,1668.09765625
"5463","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2060,7460.5029296875
"5464","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2070,13876.5504150391
"5465","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2080,19204.1926269531
"5466","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2090,21327.9953613281
"5467","POLES ENGAGE_EN_INDCi2030_1600f","C5","2.5°C",2100,23485.5805664062
"5468","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2000,9.15
"5469","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2010,14.47
"5470","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2020,34.67
"5471","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2030,34.67
"5472","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2040,308.297218322754
"5473","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2050,1652.25543212891
"5474","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2060,5980.86645507812
"5475","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2070,10941.8891601562
"5476","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2080,17437.8913574219
"5477","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2090,22465.5234375
"5478","POLES ENGAGE_EN_INDCi2030_1800","C5","2.5°C",2100,23939.2358398438
"5479","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2000,9.15
"5480","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2010,14.47
"5481","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2020,34.67
"5482","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2030,34.67
"5483","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2040,308.297218322754
"5484","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2050,1652.25543212891
"5485","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2060,5980.86645507812
"5486","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2070,10941.8891601562
"5487","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2080,17437.8913574219
"5488","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2090,22465.5234375
"5489","POLES ENGAGE_EN_INDCi2030_1800f","C5","2.5°C",2100,23939.2358398438
"5490","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2000,9.15
"5491","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2010,14.47
"5492","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2020,34.67
"5493","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2030,34.67
"5494","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2040,194.985759735107
"5495","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2050,1345.95594787598
"5496","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2060,5333.04858398438
"5497","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2070,9643.18688964844
"5498","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2080,15703.0812988281
"5499","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2090,21067.3950195312
"5500","POLES ENGAGE_EN_INDCi2030_2000","C5","2.5°C",2100,24521.8247070312
"5501","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2000,9.15
"5502","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2010,14.47
"5503","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2020,34.67
"5504","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2030,34.67
"5505","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2040,194.985759735107
"5506","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2050,1345.95594787598
"5507","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2060,5333.04858398438
"5508","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2070,9643.18688964844
"5509","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2080,15703.0812988281
"5510","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2090,21067.3950195312
"5511","POLES ENGAGE_EN_INDCi2030_2000f","C5","2.5°C",2100,24521.8247070312
"5512","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2000,9.15
"5513","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2010,14.47
"5514","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2020,34.67
"5515","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2030,34.67
"5516","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2040,569.239807128906
"5517","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2050,3268.79846191406
"5518","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2060,15752.73046875
