"","model_scenario","Category","temp","Year","Value"
"8004","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2060,7656.3681
"8005","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2070,8978.316
"8006","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2080,10070.6253
"8007","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2090,12528.4711
"8008","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2100,16948.1002
"8009","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2000,9.15
"8010","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2010,14.47
"8011","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2020,34.67
"8012","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2030,515.7999
"8013","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2040,2819.6491
"8014","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2050,4952.0942
"8015","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2060,7158.9065
"8016","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2070,8809.6559
"8017","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2080,9895.8351
"8018","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2090,10914.5119
"8019","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV","C1","1.5°C",2100,12833.7815
"8020","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2000,9.15
"8021","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2010,14.47
"8022","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2020,34.67
"8023","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2030,1033.4345
"8024","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2040,3914.1941
"8025","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2050,5969.6077
"8026","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2060,7874.7952
"8027","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2070,8733.0325
"8028","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2080,8711.6358
"8029","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2090,8321.4942
"8030","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700","C3","2.0°C",2100,7941.1155
"8031","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2000,9.15
"8032","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2010,14.47
"8033","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2020,34.67
"8034","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2030,857.0428
"8035","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2040,3148.6548
"8036","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2050,5277.231
"8037","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2060,7205.3922
"8038","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2070,8421.4174
"8039","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2080,9128.3619
"8040","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2090,10617.4049
"8041","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f","C3","2.0°C",2100,13842.2927
"8042","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2000,9.15
"8043","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2010,14.47
"8044","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2020,34.67
"8045","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2030,561.4236
"8046","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2040,2983.8153
"8047","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2050,5153.9964
"8048","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2060,7064.4742
"8049","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2070,8162.0069
"8050","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2080,8417.0081
"8051","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2090,8172.5642
"8052","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800","C3","2.0°C",2100,7807.8499
"8053","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2000,9.15
"8054","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2010,14.47
"8055","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2020,34.67
"8056","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2030,550.963
"8057","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2040,2912.0493
"8058","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2050,4934.0388
"8059","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2060,6835.2427
"8060","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2070,7960.6679
"8061","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2080,8417.6734
"8062","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2090,8945.4678
"8063","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f","C3","2.0°C",2100,10482.1233
"8064","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2000,9.15
"8065","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2010,14.47
"8066","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2020,34.67
"8067","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2030,516.9604
"8068","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2040,2794.1955
"8069","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2050,4580.6332
"8070","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2060,6405.8642
"8071","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2070,7569.5267
"8072","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2080,7970.0955
"8073","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2090,7919.1289
"8074","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900","C3","2.0°C",2100,7685.9383
"8075","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2000,9.15
"8076","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2010,14.47
"8077","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2020,34.67
"8078","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2030,520.8587
"8079","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2040,2798.1673
"8080","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2050,4586.5063
"8081","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2060,6404.8566
"8082","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2070,7534.6181
"8083","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2080,7941.6932
"8084","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2090,8053.4696
"8085","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f","C3","2.0°C",2100,8081.8618
"8086","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2000,9.15
"8087","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2010,14.47
"8088","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2020,34.67
"8089","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2030,208.2794
"8090","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2040,2411.3041
"8091","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2050,4761.5836
"8092","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2060,6293.2629
"8093","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2070,7096.924
"8094","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2080,7498.8564
"8095","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2090,7487.4525
"8096","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C","C3","2.0°C",2100,7286.5781
"8097","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2000,9.15
"8098","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2010,14.47
"8099","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2020,34.67
"8100","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2030,243.3674
"8101","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2040,3072.8112
"8102","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2050,4521.5788
"8103","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2060,5565.9986
"8104","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2070,6600.9657
"8105","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2080,7221.0109
"8106","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2090,7240.8695
"8107","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th","C3","2.0°C",2100,7297.6501
"8108","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2000,9.15
"8109","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2010,14.47
"8110","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2020,34.67
"8111","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2030,211.8021
"8112","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2040,2833.3215
"8113","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2050,4588.3746
"8114","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2060,5839.2115
"8115","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2070,6828.2169
"8116","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2080,7346.6681
"8117","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2090,7392.6625
"8118","REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median","C3","2.0°C",2100,7389.5291
"8119","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2000,9.15
"8120","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2010,14.47
"8121","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2020,34.67
"8122","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2030,34.67
"8123","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2040,1852.8291
"8124","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2050,5146.4403
"8125","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2060,5785.6074
"8126","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2070,5926.038
"8127","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2080,5895.9473
"8128","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2090,5632.3845
"8129","REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition","C3","2.0°C",2100,5751.1324
"8130","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2000,9.15
"8131","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2010,14.47
"8132","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2020,34.67
"8133","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2030,1014.7933
"8134","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2040,4069.186
"8135","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2050,6004.3256
"8136","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2060,6810.4578
"8137","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2070,7056.5419
"8138","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2080,6953.502
"8139","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2090,7180.8362
"8140","REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies","C1","1.5°C",2100,7645.499
"8141","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2000,9.15
"8142","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2010,14.47
"8143","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2020,34.67
"8144","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2030,140.0128
"8145","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2040,439.1814
"8146","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2050,744.2277
"8147","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2060,1220.5107
"8148","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2070,3189.5913
"8149","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2080,4578.4724
"8150","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2090,5002.3675
"8151","REMIND-MAgPIE 2.1-4.2_NGFS2_Nationally Determined Contributions (NDCs)","C5","2.5°C",2100,5342.7892
"8152","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2000,9.15
"8153","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2010,14.47
"8154","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2020,34.67
"8155","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2030,1258.5447
"8156","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2040,5645.5292
"8157","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2050,8485.7328
"8158","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2060,8747.4519
"8159","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2070,8448.0949
"8160","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2080,7817.2957
"8161","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2090,7493.6993
"8162","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050","C1","1.5°C",2100,7355.9059
"8163","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2000,9.15
"8164","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2010,14.47
"8165","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2020,34.67
"8166","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2030,1360.0778
"8167","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2040,5792.7013
"8168","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2050,8557.5771
"8169","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2060,8793.8657
"8170","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2070,8477.4235
"8171","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2080,7883.6121
"8172","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2090,7569.7045
"8173","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th","C1","1.5°C",2100,7490.7142
"8174","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2000,9.15
"8175","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2010,14.47
"8176","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2020,34.67
"8177","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2030,1364.8964
"8178","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2040,5865.2356
"8179","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2050,8623.574
"8180","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2060,8823.3711
"8181","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2070,8479.1746
"8182","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2080,7879.4365
"8183","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2090,7596.7001
"8184","REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median","C1","1.5°C",2100,7487.5965
"8185","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2000,9.15
"8186","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2010,14.47
"8187","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2020,34.67
"8188","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2030,34.67
"8189","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2040,34.67
"8190","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2050,34.67
"8191","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2060,34.67
"8192","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2070,34.67
"8193","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2080,34.67
"8194","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2090,34.67
"8195","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-NPi","C5","2.5°C",2100,34.67
"8196","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2000,9.15
"8197","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2010,14.47
"8198","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2020,34.67
"8199","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2030,418.8925
"8200","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2040,1663.9827
"8201","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2050,2135.0067
"8202","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2060,2632.0682
"8203","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2070,3050.7199
"8204","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2080,3222.9894
"8205","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2090,3234.7104
"8206","REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000","C1","1.5°C",2100,3218.8057
"8207","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2000,9.15
"8208","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2010,14.47
"8209","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2020,34.67
"8210","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2030,142.0034
"8211","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2040,494.1311
"8212","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2050,649.4381
"8213","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2060,898.0598
"8214","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2070,1403.8012
"8215","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2080,1873.2019
"8216","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2090,2080.141
"8217","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NDC","C5","2.5°C",2100,2005.7545
"8218","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2000,9.15
"8219","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2010,14.47
"8220","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2020,34.67
"8221","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2030,34.67
"8222","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2040,34.67
"8223","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2050,34.67
"8224","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2060,34.67
"8225","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2070,34.67
"8226","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2080,34.67
"8227","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2090,34.67
"8228","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-NPi","C5","2.5°C",2100,34.67
"8229","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2000,9.15
"8230","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2010,14.47
"8231","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2020,34.67
"8232","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2030,928.2077
"8233","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2040,3522.2857
"8234","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2050,5306.435
"8235","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2060,6895.815
"8236","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2070,7653.674
"8237","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2080,7720.0565
"8238","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2090,7974.3914
"8239","REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900","C1","1.5°C",2100,8495.1039
"8240","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2000,9.15
"8241","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2010,14.47
"8242","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2020,34.67
"8243","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2030,274.134
"8244","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2040,948.8856
"8245","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2050,1484.9684
"8246","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2060,2570.9622
"8247","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2070,4301.3238
"8248","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2080,6171.4511
"8249","REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-NDC","C5","2.5°C",2090,7617.2466
